GEOIDFQ,GEOID,SUMLEVEL,GEOTYPE,NAME,SOURCE,STATEFP,COUNTYFP,COUSUBFP,PLACEFP,TRACTCE,CLASSFP,MUNITYPE,PLACECOMBO
0700000US391594249099999,391594249099999,070,COUNTY-TOWNSHIP-REMAINDER,Leesburg,CENSUS,39,159,42490,,,,,
0700000US391594335899999,391594335899999,070,COUNTY-TOWNSHIP-REMAINDER,Liberty,CENSUS,39,159,43358,,,,,
0700000US391595028899999,391595028899999,070,COUNTY-TOWNSHIP-REMAINDER,Millcreek,CENSUS,39,159,50288,,,,,
0700000US391595986499999,391595986499999,070,COUNTY-TOWNSHIP-REMAINDER,Paris,CENSUS,39,159,59864,,,,,
0700000US391597619499999,391597619499999,070,COUNTY-TOWNSHIP-REMAINDER,Taylor,CENSUS,39,159,76194,,,,,
0700000US391597858299999,391597858299999,070,COUNTY-TOWNSHIP-REMAINDER,Union,CENSUS,39,159,78582,,,,,
0700000US391598166299999,391598166299999,070,COUNTY-TOWNSHIP-REMAINDER,Washington,CENSUS,39,159,81662,,,,,
0700000US391598712299999,391598712299999,070,COUNTY-TOWNSHIP-REMAINDER,York,CENSUS,39,159,87122,,,,,
1550000US3900450141,3900450141,155,PLACE-COUNTY,Adelphi,CENSUS,39,141,,00450,,C1,Village,
1550000US3901154089,3901154089,155,PLACE-COUNTY,Alexandria,CENSUS,39,089,,01154,,C1,Village,
1550000US3901630045,3901630045,155,PLACE-COUNTY,Amanda,CENSUS,39,045,,01630,,C1,Village,
1550000US3902022141,3902022141,155,PLACE-COUNTY,Andersonville,CENSUS,39,141,,02022,,U1,CDP,
1550000US3902266083,3902266083,155,PLACE-COUNTY,Apple Valley,CENSUS,39,083,,02266,,U1,CDP,
1550000US3902582041,3902582041,155,PLACE-COUNTY,Ashley,CENSUS,39,041,,02582,,C2,Village,
1550000US3902680129,3902680129,155,PLACE-COUNTY,Ashville,CENSUS,39,129,,02680,,C1,Village,
1550000US3903604141,3903604141,155,PLACE-COUNTY,Bainbridge,CENSUS,39,141,,03604,,C1,Village,
1550000US3903758045,3903758045,155,PLACE-COUNTY,Baltimore,CENSUS,39,045,,03758,,C1,Village,
1550000US3905013089,3905013089,155,PLACE-COUNTY,Beechwood Trails,CENSUS,39,089,,05013,,U1,CDP,
1550000US3905116091,3905116091,155,PLACE-COUNTY,Belle Center,CENSUS,39,091,,05116,,C1,Village,
1550000US3905130091,3905130091,155,PLACE-COUNTY,Bellefontaine,CENSUS,39,091,,05130,,C1,City,
1550000US3906278049,3906278049,155,PLACE-COUNTY,Bexley,CENSUS,39,049,,06278,,C2,City,
1550000US3906670049,3906670049,155,PLACE-COUNTY,Blacklick Estates,CENSUS,39,049,,06670,,U1,CDP,
1550000US3906740083,3906740083,155,PLACE-COUNTY,Bladensburg,CENSUS,39,083,,06740,,U1,CDP,
1550000US3907188047,3907188047,155,PLACE-COUNTY,Bloomingburg,CENSUS,39,047,,07188,,C1,Village,
1550000US3907888141,3907888141,155,PLACE-COUNTY,Bourneville,CENSUS,39,141,,07888,,U1,CDP,
1550000US3908392045,3908392045,155,PLACE-COUNTY,Bremen,CENSUS,39,045,,08392,,C1,Village,
1550000US3908532049,3908532049,155,PLACE-COUNTY,Brice,CENSUS,39,049,,08532,,C1,Village,
1550000US3909596089,3909596089,155,PLACE-COUNTY,Brownsville,CENSUS,39,089,,09596,,U1,CDP,
1550000US3909834073,3909834073,155,PLACE-COUNTY,Buchtel,CENSUS,39,073,,09834,,C1,Village,
1550000US3909890045,3909890045,155,PLACE-COUNTY,Buckeye Lake,CENSUS,39,045,,09890,,C1,Village,
1550000US3909890089,3909890089,155,PLACE-COUNTY,Buckeye Lake,CENSUS,39,089,,09890,,C1,Village,
1550000US3910954101,3910954101,155,PLACE-COUNTY,Caledonia,CENSUS,39,101,,10954,,C1,Village,
1550000US3911332045,3911332045,155,PLACE-COUNTY,Canal Winchester,CENSUS,39,045,,11332,,C1,City,
1550000US3911332049,3911332049,155,PLACE-COUNTY,Canal Winchester,CENSUS,39,049,,11332,,C1,City,
1550000US3911334117,3911334117,155,PLACE-COUNTY,Candlewood Lake,CENSUS,39,117,,11334,,U1,CDP,
1550000US3912056073,3912056073,155,PLACE-COUNTY,Carbon Hill,CENSUS,39,073,,12056,,U1,CDP,
1550000US3912084117,3912084117,155,PLACE-COUNTY,Cardington,CENSUS,39,117,,12084,,C1,Village,
1550000US3912252045,3912252045,155,PLACE-COUNTY,Carroll,CENSUS,39,045,,12252,,C1,Village,
1550000US3913036083,3913036083,155,PLACE-COUNTY,Centerburg,CENSUS,39,083,,13036,,C1,Village,
1550000US3914114117,3914114117,155,PLACE-COUNTY,Chesterville,CENSUS,39,117,,14114,,C1,Village,
1550000US3914184141,3914184141,155,PLACE-COUNTY,Chillicothe,CENSUS,39,141,,14184,,C1,City,
1550000US3914280091,3914280091,155,PLACE-COUNTY,Chippewa Park,CENSUS,39,091,,14280,,U1,CDP,
1550000US3914288097,3914288097,155,PLACE-COUNTY,Choctaw Lake,CENSUS,39,097,,14288,,U1,CDP,
1550000US3915070129,3915070129,155,PLACE-COUNTY,Circleville,CENSUS,39,129,,15070,,C2,City,
1550000US3915336141,3915336141,155,PLACE-COUNTY,Clarksburg,CENSUS,39,141,,15336,,C1,Village,
1550000US3918000041,3918000041,155,PLACE-COUNTY,Columbus,CENSUS,39,041,,18000,,C6,City,
1550000US3918000045,3918000045,155,PLACE-COUNTY,Columbus,CENSUS,39,045,,18000,,C6,City,
1550000US3918000049,3918000049,155,PLACE-COUNTY,Columbus,CENSUS,39,049,,18000,,C6,City,
1550000US3918070049,3918070049,155,PLACE-COUNTY,Commercial Point,CENSUS,39,049,,18070,,C1,Village,
1550000US3918070129,3918070129,155,PLACE-COUNTY,Commercial Point,CENSUS,39,129,,18070,,C1,Village,
1550000US3918770127,3918770127,155,PLACE-COUNTY,Corning,CENSUS,39,127,,18770,,C1,Village,
1550000US3919456127,3919456127,155,PLACE-COUNTY,Crooksville,CENSUS,39,127,,19456,,C1,Village,
1550000US3920114083,3920114083,155,PLACE-COUNTY,Danville,CENSUS,39,083,,20114,,C1,Village,
1550000US3920198049,3920198049,155,PLACE-COUNTY,Darbydale,CENSUS,39,049,,20198,,U1,CDP,
1550000US3920212129,3920212129,155,PLACE-COUNTY,Darbyville,CENSUS,39,129,,20212,,C1,Village,
1550000US3921378091,3921378091,155,PLACE-COUNTY,De Graff,CENSUS,39,091,,21378,,C1,Village,
1550000US3921434041,3921434041,155,PLACE-COUNTY,Delaware,CENSUS,39,041,,21434,,C1,City,
1550000US3921784129,3921784129,155,PLACE-COUNTY,Derby,CENSUS,39,129,,21784,,U1,CDP,
1550000US3922694041,3922694041,155,PLACE-COUNTY,Dublin,CENSUS,39,041,,22694,,C1,City,
1550000US3922694049,3922694049,155,PLACE-COUNTY,Dublin,CENSUS,39,049,,22694,,C1,City,
1550000US3922694159,3922694159,155,PLACE-COUNTY,Dublin,CENSUS,39,159,,22694,,C1,City,
1550000US3923702091,3923702091,155,PLACE-COUNTY,East Liberty,CENSUS,39,091,,23702,,U1,CDP,
1550000US3924598117,3924598117,155,PLACE-COUNTY,Edison,CENSUS,39,117,,24598,,C1,Village,
1550000US3925676089,3925676089,155,PLACE-COUNTY,Etna,CENSUS,39,089,,25676,,U1,CDP,
1550000US3926110045,3926110045,155,PLACE-COUNTY,Fairfield Beach,CENSUS,39,045,,26110,,U1,CDP,
1550000US3928182141,3928182141,155,PLACE-COUNTY,Frankfort,CENSUS,39,141,,28182,,C1,Village,
1550000US3928658083,3928658083,155,PLACE-COUNTY,Fredericktown,CENSUS,39,083,,28658,,C2,Village,
1550000US3929050117,3929050117,155,PLACE-COUNTY,Fulton,CENSUS,39,117,,29050,,C1,Village,
1550000US3929106049,3929106049,155,PLACE-COUNTY,Gahanna,CENSUS,39,049,,29106,,C1,City,
1550000US3929148041,3929148041,155,PLACE-COUNTY,Galena,CENSUS,39,041,,29148,,C1,Village,
1550000US3929162117,3929162117,155,PLACE-COUNTY,Galion,CENSUS,39,117,,29162,,C6,City,
1550000US3929246083,3929246083,155,PLACE-COUNTY,Gambier,CENSUS,39,083,,29246,,C1,Village,
1550000US3929288083,3929288083,155,PLACE-COUNTY,Gann (Brinkhaven),CENSUS,39,083,,29288,,C1,Village,
1550000US3930436127,3930436127,155,PLACE-COUNTY,Glenford,CENSUS,39,127,,30436,,C1,Village,
1550000US3930828047,3930828047,155,PLACE-COUNTY,Good Hope,CENSUS,39,047,,30828,,U1,CDP,
1550000US3931304049,3931304049,155,PLACE-COUNTY,Grandview Heights,CENSUS,39,049,,31304,,C2,City,
1550000US3931402089,3931402089,155,PLACE-COUNTY,Granville,CENSUS,39,089,,31402,,C1,Village,
1550000US3931434089,3931434089,155,PLACE-COUNTY,Granville South,CENSUS,39,089,,31434,,U2,CDP,
1550000US3931458089,3931458089,155,PLACE-COUNTY,Gratiot,CENSUS,39,089,,31458,,C1,Village,
1550000US3931948101,3931948101,155,PLACE-COUNTY,Green Camp,CENSUS,39,101,,31948,,C1,Village,
1550000US3932088141,3932088141,155,PLACE-COUNTY,Greenfield,CENSUS,39,141,,32088,,C1,Village,
1550000US3932592049,3932592049,155,PLACE-COUNTY,Grove City,CENSUS,39,049,,32592,,C1,City,
1550000US3932606049,3932606049,155,PLACE-COUNTY,Groveport,CENSUS,39,049,,32606,,C1,City,
1550000US3932928045,3932928045,155,PLACE-COUNTY,Hamburg,CENSUS,39,045,,32928,,U1,CDP,
1550000US3933292089,3933292089,155,PLACE-COUNTY,Hanover,CENSUS,39,089,,33292,,C1,Village,
1550000US3933362089,3933362089,155,PLACE-COUNTY,Harbor Hills,CENSUS,39,089,,33362,,U1,CDP,
1550000US3933740049,3933740049,155,PLACE-COUNTY,Harrisburg,CENSUS,39,049,,33740,,C1,Village,
1550000US3933740129,3933740129,155,PLACE-COUNTY,Harrisburg,CENSUS,39,129,,33740,,C1,Village,
1550000US3934202089,3934202089,155,PLACE-COUNTY,Hartford (Croton),CENSUS,39,089,,34202,,C1,Village,
1550000US3934594073,3934594073,155,PLACE-COUNTY,Haydenville,CENSUS,39,073,,34594,,U1,CDP,
1550000US3934748089,3934748089,155,PLACE-COUNTY,Heath,CENSUS,39,089,,34748,,C2,City,
1550000US3934790089,3934790089,155,PLACE-COUNTY,Hebron,CENSUS,39,089,,34790,,C1,Village,
1550000US3934888127,3934888127,155,PLACE-COUNTY,Hemlock,CENSUS,39,127,,34888,,C1,Village,
1550000US3935119117,3935119117,155,PLACE-COUNTY,Hidden Lakes,CENSUS,39,117,,35119,,U1,CDP,
1550000US3935126045,3935126045,155,PLACE-COUNTY,Hide-A-Way Hills,CENSUS,39,045,,35126,,U1,CDP,
1550000US3935126073,3935126073,155,PLACE-COUNTY,Hide-A-Way Hills,CENSUS,39,073,,35126,,U1,CDP,
1550000US3935476049,3935476049,155,PLACE-COUNTY,Hilliard,CENSUS,39,049,,35476,,C1,City,
1550000US3936512083,3936512083,155,PLACE-COUNTY,Howard,CENSUS,39,083,,36512,,U1,CDP,
1550000US3936624049,3936624049,155,PLACE-COUNTY,Huber Ridge,CENSUS,39,049,,36624,,U1,CDP,
1550000US3936988091,3936988091,155,PLACE-COUNTY,Huntsville,CENSUS,39,091,,36988,,C1,Village,
1550000US3937142117,3937142117,155,PLACE-COUNTY,Iberia,CENSUS,39,117,,37142,,U1,CDP,
1550000US3938276089,3938276089,155,PLACE-COUNTY,Jacksontown,CENSUS,39,089,,38276,,U1,CDP,
1550000US3938920047,3938920047,155,PLACE-COUNTY,Jeffersonville,CENSUS,39,047,,38920,,C1,Village,
1550000US3939088089,3939088089,155,PLACE-COUNTY,Jersey,CENSUS,39,089,,39088,,U1,CDP,
1550000US3939340089,3939340089,155,PLACE-COUNTY,Johnstown,CENSUS,39,089,,39340,,C1,City,
1550000US3939508127,3939508127,155,PLACE-COUNTY,Junction City,CENSUS,39,127,,39508,,C1,Village,
1550000US3940124041,3940124041,155,PLACE-COUNTY,Kilbourne,CENSUS,39,041,,40124,,U1,CDP,
1550000US3940376141,3940376141,155,PLACE-COUNTY,Kingston,CENSUS,39,141,,40376,,C1,Village,
1550000US3940572089,3940572089,155,PLACE-COUNTY,Kirkersville,CENSUS,39,089,,40572,,C1,Village,
1550000US3941146097,3941146097,155,PLACE-COUNTY,Lafayette,CENSUS,39,097,,41146,,U1,CDP,
1550000US3941363049,3941363049,155,PLACE-COUNTY,Lake Darby,CENSUS,39,049,,41363,,U1,CDP,
1550000US3941608091,3941608091,155,PLACE-COUNTY,Lakeview,CENSUS,39,091,,41608,,C1,Village,
1550000US3941720045,3941720045,155,PLACE-COUNTY,Lancaster,CENSUS,39,045,,41720,,C1,City,
1550000US3941902101,3941902101,155,PLACE-COUNTY,La Rue,CENSUS,39,101,,41902,,C1,Village,
1550000US3942084073,3942084073,155,PLACE-COUNTY,Laurelville,CENSUS,39,073,,42084,,C1,Village,
1550000US3942966091,3942966091,155,PLACE-COUNTY,Lewistown,CENSUS,39,091,,42966,,U1,CDP,
1550000US3943792049,3943792049,155,PLACE-COUNTY,Lincoln Village,CENSUS,39,049,,43792,,U1,CDP,
1550000US3944086045,3944086045,155,PLACE-COUNTY,Lithopolis,CENSUS,39,045,,44086,,C1,Village,
1550000US3944086049,3944086049,155,PLACE-COUNTY,Lithopolis,CENSUS,39,049,,44086,,C1,Village,
1550000US3944310049,3944310049,155,PLACE-COUNTY,Lockbourne,CENSUS,39,049,,44310,,C1,Village,
1550000US3944310129,3944310129,155,PLACE-COUNTY,Lockbourne,CENSUS,39,129,,44310,,C1,Village,
1550000US3944632073,3944632073,155,PLACE-COUNTY,Logan,CENSUS,39,073,,44632,,C1,City,
1550000US3944636129,3944636129,155,PLACE-COUNTY,Logan Elm Village,CENSUS,39,129,,44636,,U1,CDP,
1550000US3944674097,3944674097,155,PLACE-COUNTY,London,CENSUS,39,097,,44674,,C5,City,
1550000US3946830159,3946830159,155,PLACE-COUNTY,Magnetic Springs,CENSUS,39,159,,46830,,C1,Village,
1550000US3947474049,3947474049,155,PLACE-COUNTY,Marble Cliff,CENSUS,39,049,,47474,,C2,Village,
1550000US3947558117,3947558117,155,PLACE-COUNTY,Marengo,CENSUS,39,117,,47558,,C1,Village,
1550000US3947754101,3947754101,155,PLACE-COUNTY,Marion,CENSUS,39,101,,47754,,C1,City,
1550000US3947950089,3947950089,155,PLACE-COUNTY,Marne,CENSUS,39,089,,47950,,U1,CDP,
1550000US3948090083,3948090083,155,PLACE-COUNTY,Martinsburg,CENSUS,39,083,,48090,,C1,Village,
1550000US3948160159,3948160159,155,PLACE-COUNTY,Marysville,CENSUS,39,159,,48160,,C1,City,
1550000US3948230141,3948230141,155,PLACE-COUNTY,Massieville,CENSUS,39,141,,48230,,U1,CDP,
1550000US3950008097,3950008097,155,PLACE-COUNTY,Midway,CENSUS,39,097,,50008,,C1,Village,
1550000US3950218159,3950218159,155,PLACE-COUNTY,Milford Center,CENSUS,39,159,,50218,,C1,Village,
1550000US3950316047,3950316047,155,PLACE-COUNTY,Milledgeville,CENSUS,39,047,,50316,,C1,Village,
1550000US3950400045,3950400045,155,PLACE-COUNTY,Millersport,CENSUS,39,045,,50400,,C1,Village,
1550000US3950862049,3950862049,155,PLACE-COUNTY,Minerva Park,CENSUS,39,049,,50862,,C1,Village,
1550000US3952276101,3952276101,155,PLACE-COUNTY,Morral,CENSUS,39,101,,52276,,C1,Village,
1550000US3952738117,3952738117,155,PLACE-COUNTY,Mount Gilead,CENSUS,39,117,,52738,,C1,Village,
1550000US3953046097,3953046097,155,PLACE-COUNTY,Mount Sterling,CENSUS,39,097,,53046,,C1,Village,
1550000US3953102083,3953102083,155,PLACE-COUNTY,Mount Vernon,CENSUS,39,083,,53102,,C2,City,
1550000US3953410073,3953410073,155,PLACE-COUNTY,Murray City,CENSUS,39,073,,53410,,C1,Village,
1550000US3953970049,3953970049,155,PLACE-COUNTY,New Albany,CENSUS,39,049,,53970,,C1,City,
1550000US3953970089,3953970089,155,PLACE-COUNTY,New Albany,CENSUS,39,089,,53970,,C1,City,
1550000US3954040089,3954040089,155,PLACE-COUNTY,Newark,CENSUS,39,089,,54040,,C2,City,
1550000US3954152101,3954152101,155,PLACE-COUNTY,New Bloomington,CENSUS,39,101,,54152,,C1,Village,
1550000US3954320159,3954320159,155,PLACE-COUNTY,New California,CENSUS,39,159,,54320,,U1,CDP,
1550000US3954726047,3954726047,155,PLACE-COUNTY,New Holland,CENSUS,39,047,,54726,,C1,Village,
1550000US3954726129,3954726129,155,PLACE-COUNTY,New Holland,CENSUS,39,129,,54726,,C1,Village,
1550000US3954866127,3954866127,155,PLACE-COUNTY,New Lexington,CENSUS,39,127,,54866,,C1,Village,
1550000US3955552127,3955552127,155,PLACE-COUNTY,New Straitsville,CENSUS,39,127,,55552,,C1,Village,
1550000US3957862049,3957862049,155,PLACE-COUNTY,Obetz,CENSUS,39,049,,57862,,C1,City,
1550000US3957918047,3957918047,155,PLACE-COUNTY,Octa,CENSUS,39,047,,57918,,C1,Village,
1550000US3958800129,3958800129,155,PLACE-COUNTY,Orient,CENSUS,39,129,,58800,,U1,CDP,
1550000US3958940041,3958940041,155,PLACE-COUNTY,Ostrander,CENSUS,39,041,,58940,,C1,Village,
1550000US3959724047,3959724047,155,PLACE-COUNTY,Pancoastburg,CENSUS,39,047,,59724,,U1,CDP,
1550000US3961112089,3961112089,155,PLACE-COUNTY,Pataskala,CENSUS,39,089,,61112,,C2,City,
1550000US3962498045,3962498045,155,PLACE-COUNTY,Pickerington,CENSUS,39,045,,62498,,C1,City,
1550000US3962498049,3962498049,155,PLACE-COUNTY,Pickerington,CENSUS,39,049,,62498,,C1,City,
1550000US3963030097,3963030097,155,PLACE-COUNTY,Plain City,CENSUS,39,097,,63030,,C1,Village,
1550000US3963030159,3963030159,155,PLACE-COUNTY,Plain City,CENSUS,39,159,,63030,,C1,Village,
1550000US3963716045,3963716045,155,PLACE-COUNTY,Pleasantville,CENSUS,39,045,,63716,,C1,Village,
1550000US3963758097,3963758097,155,PLACE-COUNTY,Plumwood,CENSUS,39,097,,63758,,U1,CDP,
1550000US3964486041,3964486041,155,PLACE-COUNTY,Powell,CENSUS,39,041,,64486,,C1,City,
1550000US3964780101,3964780101,155,PLACE-COUNTY,Prospect,CENSUS,39,101,,64780,,C1,Village,
1550000US3965200091,3965200091,155,PLACE-COUNTY,Quincy,CENSUS,39,091,,65200,,C1,Village,
1550000US3965298041,3965298041,155,PLACE-COUNTY,Radnor,CENSUS,39,041,,65298,,U1,CDP,
1550000US3965676159,3965676159,155,PLACE-COUNTY,Raymond,CENSUS,39,159,,65676,,U1,CDP,
1550000US3966222127,3966222127,155,PLACE-COUNTY,Rendville,CENSUS,39,127,,66222,,C9,Village,
1550000US3966390045,3966390045,155,PLACE-COUNTY,Reynoldsburg,CENSUS,39,045,,66390,,C1,City,
1550000US3966390049,3966390049,155,PLACE-COUNTY,Reynoldsburg,CENSUS,39,049,,66390,,C1,City,
1550000US3966390089,3966390089,155,PLACE-COUNTY,Reynoldsburg,CENSUS,39,089,,66390,,C1,City,
1550000US3966880141,3966880141,155,PLACE-COUNTY,Richmond Dale,CENSUS,39,141,,66880,,U1,CDP,
1550000US3966936159,3966936159,155,PLACE-COUNTY,Richwood,CENSUS,39,159,,66936,,C1,Village,
1550000US3967118091,3967118091,155,PLACE-COUNTY,Ridgeway,CENSUS,39,091,,67118,,C1,Village,
1550000US3967440049,3967440049,155,PLACE-COUNTY,Riverlea,CENSUS,39,049,,67440,,C1,Village,
1550000US3967804073,3967804073,155,PLACE-COUNTY,Rockbridge,CENSUS,39,073,,67804,,U1,CDP,
1550000US3968448127,3968448127,155,PLACE-COUNTY,Rose Farm,CENSUS,39,127,,68448,,U1,CDP,
1550000US3968560127,3968560127,155,PLACE-COUNTY,Roseville,CENSUS,39,127,,68560,,C1,Village,
1550000US3969176091,3969176091,155,PLACE-COUNTY,Rushsylvania,CENSUS,39,091,,69176,,C1,Village,
1550000US3969204045,3969204045,155,PLACE-COUNTY,Rushville,CENSUS,39,045,,69204,,C1,Village,
1550000US3969302091,3969302091,155,PLACE-COUNTY,Russells Point,CENSUS,39,091,,69302,,C1,Village,
1550000US3969652089,3969652089,155,PLACE-COUNTY,St. Louisville,CENSUS,39,089,,69652,,C1,Village,
1550000US3971962127,3971962127,155,PLACE-COUNTY,Shawnee,CENSUS,39,127,,71962,,C1,Village,
1550000US3971976041,3971976041,155,PLACE-COUNTY,Shawnee Hills,CENSUS,39,041,,71976,,C2,Village,
1550000US3972977127,3972977127,155,PLACE-COUNTY,Somerset,CENSUS,39,127,,72977,,C1,Village,
1550000US3973068129,3973068129,155,PLACE-COUNTY,South Bloomfield,CENSUS,39,129,,73068,,C1,Village,
1550000US3973530083,3973530083,155,PLACE-COUNTY,South Mount Vernon,CENSUS,39,083,,73530,,U1,CDP,
1550000US3973698141,3973698141,155,PLACE-COUNTY,South Salem,CENSUS,39,141,,73698,,C1,Village,
1550000US3973768097,3973768097,155,PLACE-COUNTY,South Solon,CENSUS,39,097,,73768,,C1,Village,
1550000US3973950117,3973950117,155,PLACE-COUNTY,Sparta,CENSUS,39,117,,73950,,C1,Village,
1550000US3974916045,3974916045,155,PLACE-COUNTY,Stoutsville,CENSUS,39,045,,74916,,C1,Village,
1550000US3975252045,3975252045,155,PLACE-COUNTY,Sugar Grove,CENSUS,39,045,,75252,,C1,Village,
1550000US3975602041,3975602041,155,PLACE-COUNTY,Sunbury,CENSUS,39,041,,75602,,C1,City,
1550000US3976148045,3976148045,155,PLACE-COUNTY,Tarlton,CENSUS,39,045,,76148,,C1,Village,
1550000US3976148129,3976148129,155,PLACE-COUNTY,Tarlton,CENSUS,39,129,,76148,,C1,Village,
1550000US3976666127,3976666127,155,PLACE-COUNTY,Thornport,CENSUS,39,127,,76666,,U1,CDP,
1550000US3976680127,3976680127,155,PLACE-COUNTY,Thornville,CENSUS,39,127,,76680,,C1,Village,
1550000US3976764045,3976764045,155,PLACE-COUNTY,Thurston,CENSUS,39,045,,76764,,C1,Village,
1550000US3978834159,3978834159,155,PLACE-COUNTY,Unionville Center,CENSUS,39,159,,78834,,C1,Village,
1550000US3979002049,3979002049,155,PLACE-COUNTY,Upper Arlington,CENSUS,39,049,,79002,,C2,City,
1550000US3979100049,3979100049,155,PLACE-COUNTY,Urbancrest,CENSUS,39,049,,79100,,C1,Village,
1550000US3979114083,3979114083,155,PLACE-COUNTY,Utica,CENSUS,39,083,,79114,,C1,Village,
1550000US3979114089,3979114089,155,PLACE-COUNTY,Utica,CENSUS,39,089,,79114,,C1,Village,
1550000US3979226091,3979226091,155,PLACE-COUNTY,Valley Hi,CENSUS,39,091,,79226,,C1,Village,
1550000US3979282049,3979282049,155,PLACE-COUNTY,Valleyview,CENSUS,39,049,,79282,,C1,Village,
1550000US3980500101,3980500101,155,PLACE-COUNTY,Waldo,CENSUS,39,101,,80500,,C1,Village,
1550000US3981718047,3981718047,155,PLACE-COUNTY,Washington Court House,CENSUS,39,047,,81718,,C2,City,
1550000US3983342041,3983342041,155,PLACE-COUNTY,Westerville,CENSUS,39,041,,83342,,C6,City,
1550000US3983342049,3983342049,155,PLACE-COUNTY,Westerville,CENSUS,39,049,,83342,,C6,City,
1550000US3983580097,3983580097,155,PLACE-COUNTY,West Jefferson,CENSUS,39,097,,83580,,C1,Village,
1550000US3983734091,3983734091,155,PLACE-COUNTY,West Liberty,CENSUS,39,091,,83734,,C1,Village,
1550000US3983776073,3983776073,155,PLACE-COUNTY,West Logan,CENSUS,39,073,,83776,,U1,CDP,
1550000US3983818091,3983818091,155,PLACE-COUNTY,West Mansfield,CENSUS,39,091,,83818,,C1,Village,
1550000US3984182045,3984182045,155,PLACE-COUNTY,West Rushville,CENSUS,39,045,,84182,,C1,Village,
1550000US3984742049,3984742049,155,PLACE-COUNTY,Whitehall,CENSUS,39,049,,84742,,C2,City,
1550000US3985414129,3985414129,155,PLACE-COUNTY,Williamsport,CENSUS,39,129,,85414,,C1,Village,
1550000US3986604049,3986604049,155,PLACE-COUNTY,Worthington,CENSUS,39,049,,86604,,C1,City,
1550000US3988070091,3988070091,155,PLACE-COUNTY,Zanesfield,CENSUS,39,091,,88070,,C1,Village,
1600000US3900450,3900450,160,PLACE,Adelphi,CENSUS,39,,,00450,,C1,Village,
1600000US3901154,3901154,160,PLACE,Alexandria,CENSUS,39,,,01154,,C1,Village,
1600000US3901630,3901630,160,PLACE,Amanda,CENSUS,39,,,01630,,C1,Village,
1600000US3902022,3902022,160,PLACE,Andersonville,CENSUS,39,,,02022,,U1,CDP,
1600000US3902266,3902266,160,PLACE,Apple Valley,CENSUS,39,,,02266,,U1,CDP,
1600000US3902582,3902582,160,PLACE,Ashley,CENSUS,39,,,02582,,C2,Village,
1600000US3902680,3902680,160,PLACE,Ashville,CENSUS,39,,,02680,,C1,Village,
1600000US3903604,3903604,160,PLACE,Bainbridge,CENSUS,39,,,03604,,C1,Village,
1600000US3903758,3903758,160,PLACE,Baltimore,CENSUS,39,,,03758,,C1,Village,
1600000US3905013,3905013,160,PLACE,Beechwood Trails,CENSUS,39,,,05013,,U1,CDP,
1600000US3905116,3905116,160,PLACE,Belle Center,CENSUS,39,,,05116,,C1,Village,
1600000US3905130,3905130,160,PLACE,Bellefontaine,CENSUS,39,,,05130,,C1,City,
1600000US3906278,3906278,160,PLACE,Bexley,CENSUS,39,,,06278,,C2,City,
1600000US3906670,3906670,160,PLACE,Blacklick Estates,CENSUS,39,,,06670,,U1,CDP,
1600000US3906740,3906740,160,PLACE,Bladensburg,CENSUS,39,,,06740,,U1,CDP,
1600000US3907188,3907188,160,PLACE,Bloomingburg,CENSUS,39,,,07188,,C1,Village,
1600000US3907888,3907888,160,PLACE,Bourneville,CENSUS,39,,,07888,,U1,CDP,
1600000US3908392,3908392,160,PLACE,Bremen,CENSUS,39,,,08392,,C1,Village,
1600000US3908532,3908532,160,PLACE,Brice,CENSUS,39,,,08532,,C1,Village,
1600000US3909596,3909596,160,PLACE,Brownsville,CENSUS,39,,,09596,,U1,CDP,
1600000US3909834,3909834,160,PLACE,Buchtel,CENSUS,39,,,09834,,C1,Village,
1600000US3909890,3909890,160,PLACE,Buckeye Lake,CENSUS,39,,,09890,,C1,Village,
1600000US3910954,3910954,160,PLACE,Caledonia,CENSUS,39,,,10954,,C1,Village,
1600000US3911332,3911332,160,PLACE,Canal Winchester,CENSUS,39,,,11332,,C1,City,
1600000US3911334,3911334,160,PLACE,Candlewood Lake,CENSUS,39,,,11334,,U1,CDP,
1600000US3912056,3912056,160,PLACE,Carbon Hill,CENSUS,39,,,12056,,U1,CDP,
1600000US3912084,3912084,160,PLACE,Cardington,CENSUS,39,,,12084,,C1,Village,
1600000US3912252,3912252,160,PLACE,Carroll,CENSUS,39,,,12252,,C1,Village,
1600000US3913036,3913036,160,PLACE,Centerburg,CENSUS,39,,,13036,,C1,Village,
1600000US3914114,3914114,160,PLACE,Chesterville,CENSUS,39,,,14114,,C1,Village,
1600000US3914184,3914184,160,PLACE,Chillicothe,CENSUS,39,,,14184,,C1,City,
1600000US3914280,3914280,160,PLACE,Chippewa Park,CENSUS,39,,,14280,,U1,CDP,
1600000US3914288,3914288,160,PLACE,Choctaw Lake,CENSUS,39,,,14288,,U1,CDP,
1600000US3915070,3915070,160,PLACE,Circleville,CENSUS,39,,,15070,,C2,City,
1600000US3915336,3915336,160,PLACE,Clarksburg,CENSUS,39,,,15336,,C1,Village,
1600000US3918000,3918000,160,PLACE,Columbus,CENSUS,39,,,18000,,C6,City,
1600000US3918070,3918070,160,PLACE,Commercial Point,CENSUS,39,,,18070,,C1,Village,
